id,substring,weight,numero
1252,nio,23.0,1
1253,bla,23.0,1
1254,cios,23.0,1
1255,onse,23.0,1
1256,muni,23.0,1
1257,pren,23.0,1
1258,apo,23.0,1
1259,plan,23.0,1
1260,ccio,23.0,1
1261,ccion,23.0,1
1262,eto,23.0,1
1263,echa,23.0,1
1264,red,23.0,1
1265,rer,23.0,1
1266,mir,23.0,1
1267,inst,23.0,1
1268,tore,23.0,1
1269,rdi,23.0,1
1270,irm,23.0,1
1271,rmin,23.0,1
1272,terr,23.0,1
1273,ncion,23.0,1
1274,tivos,23.0,1
1275,lc,23.0,1
1276,uti,23.0,1
1277,nari,23.0,1
1278,table,23.0,1
1279,corre,23.0,1
1280,ecid,23.0,1
1281,conve,23.0,1
1282,onve,23.0,1
1283,disp,23.0,1
1284,oto,23.0,1
1285,epe,23.0,1
1286,entar,23.0,1
1287,icar,23.0,1
1288,gal,23.0,1
1289,usi,23.0,1
1290,áti,23.0,1
1291,átic,23.0,1
1292,nvi,23.0,1
1293,lin,23.0,1
1294,serva,23.0,1
1295,ler,23.0,1
1296,esco,23.0,1
1297,hac,22.0,1
1298,aso,22.0,1
1299,ident,22.0,1
1300,dente,22.0,1
1301,entra,22.0,1
1302,spa,22.0,1
1303,ejo,22.0,1
1304,cir,22.0,1
1305,ego,22.0,1
1306,sado,22.0,1
1307,eran,22.0,1
1308,edad,22.0,1
1309,nfo,22.0,1
1310,mac,22.0,1
1311,ería,22.0,1
1312,emos,22.0,1
1313,pes,22.0,1
1314,ndic,22.0,1
1315,terio,22.0,1
1316,ubi,22.0,1
1317,dif,22.0,1
1318,conse,22.0,1
1319,tenc,22.0,1
1320,tenci,22.0,1
1321,nida,22.0,1
1322,org,22.0,1
1323,izac,22.0,1
1324,izaci,22.0,1
1325,zac,22.0,1
1326,zaci,22.0,1
1327,abo,22.0,1
1328,ncu,22.0,1
1329,usa,22.0,1
1330,peri,22.0,1
1331,upe,22.0,1
1332,ige,22.0,1
1333,auto,22.0,1
1334,cim,22.0,1
1335,igo,22.0,1
1336,edo,22.0,1
1337,egr,22.0,1
1338,olv,22.0,1
1339,isti,22.0,1
1340,umen,22.0,1
1341,bol,22.0,1
1342,ientes,22.0,1
1343,dan,22.0,1
1344,scri,22.0,1
1345,k,22.0,1
1346,nder,22.0,1
1347,tec,22.0,1
1348,ental,22.0,1
1349,revi,22.0,1
1350,zado,22.0,1
1351,prov,22.0,1
1352,rov,22.0,1
1353,mpli,22.0,1
1354,compr,22.0,1
1355,ompr,22.0,1
1356,eter,22.0,1
1357,term,22.0,1
1358,apr,22.0,1
1359,rend,22.0,1
1360,rb,22.0,1
1361,icado,22.0,1
1362,óg,22.0,1
1363,yo,21.0,1
1364,mpre,21.0,1
1365,acer,21.0,1
1366,taba,21.0,1
1367,illo,21.0,1
1368,pañ,21.0,1
1369,deci,21.0,1
1370,gun,21.0,1
1371,óm,21.0,1
1372,uj,21.0,1
1373,oria,21.0,1
1374,rdo,21.0,1
1375,ard,21.0,1
1376,erra,21.0,1
1377,arro,21.0,1
1378,ncl,21.0,1
1379,blic,21.0,1
1380,eres,21.0,1
1381,lleg,21.0,1
1382,gur,21.0,1
1383,unda,21.0,1
1384,dici,21.0,1
1385,inci,21.0,1
1386,cació,21.0,1
1387,cación,21.0,1
1388,cida,21.0,1
1389,econ,21.0,1
1390,visi,21.0,1
1391,qued,21.0,1
1392,uir,21.0,1
1393,vil,21.0,1
1394,uct,21.0,1
1395,tario,21.0,1
1396,gos,21.0,1
1397,prec,21.0,1
1398,isa,21.0,1
1399,cit,21.0,1
1400,rán,21.0,1
1401,renc,21.0,1
1402,uad,21.0,1
1403,tale,21.0,1
1404,stit,21.0,1
1405,stitu,21.0,1
1406,conte,21.0,1
1407,ár,21.0,1
1408,div,21.0,1
1409,dido,21.0,1
1410,ae,21.0,1
1411,firm,21.0,1
1412,espo,21.0,1
1413,rito,21.0,1
1414,epar,21.0,1
1415,vier,21.0,1
1416,anda,21.0,1
1417,pet,21.0,1
1418,izad,21.0,1
1419,dió,21.0,1
1420,nso,21.0,1
1421,nden,21.0,1
1422,inic,21.0,1
1423,istas,21.0,1
1424,w,21.0,1
1425,extr,21.0,1
1426,xtr,21.0,1
1427,cup,21.0,1
1428,termi,21.0,1
1429,termin,21.0,1
1430,ermin,21.0,1
1431,ensi,21.0,1
1432,alla,21.0,1
1433,exc,21.0,1
1434,xc,21.0,1
1435,una,20.0,1
1436,obr,20.0,1
1437,dur,20.0,1
1438,gene,20.0,1
1439,lg,20.0,1
1440,ton,20.0,1
1441,pol,20.0,1
1442,pasa,20.0,1
1443,nun,20.0,1
1444,nunc,20.0,1
1445,aq,20.0,1
1446,aqu,20.0,1
1447,lació,20.0,1
1448,lación,20.0,1
1449,mue,20.0,1
1450,erte,20.0,1
1451,nom,20.0,1
1452,eq,20.0,1
1453,equ,20.0,1
1454,ire,20.0,1
1455,rect,20.0,1
1456,fal,20.0,1
1457,mini,20.0,1
1458,pect,20.0,1
1459,lib,20.0,1
1460,cond,20.0,1
1461,acc,20.0,1
1462,bas,20.0,1
1463,rin,20.0,1
1464,bili,20.0,1
1465,resu,20.0,1
1466,esu,20.0,1
1467,ulta,20.0,1
1468,nció,20.0,1
1469,izació,20.0,1
1470,ización,20.0,1
1471,zació,20.0,1
1472,zación,20.0,1
1473,iale,20.0,1
1474,iales,20.0,1
1475,gres,20.0,1
1476,ueda,20.0,1
1477,rest,20.0,1
1478,atu,20.0,1
1479,anti,20.0,1
1480,elec,20.0,1
1481,sil,20.0,1
1482,aza,20.0,1
1483,adore,20.0,1
1484,adores,20.0,1
1485,ío,20.0,1
1486,esper,20.0,1
1487,etr,20.0,1
1488,renci,20.0,1
1489,rencia,20.0,1
1490,esió,20.0,1
1491,esión,20.0,1
1492,ument,20.0,1
1493,ndu,20.0,1
1494,tores,20.0,1
1495,nsid,20.0,1
1496,vio,20.0,1
1497,ril,20.0,1
1498,eras,20.0,1
1499,rman,20.0,1
1500,onta,20.0,1
1501,nale,20.0,1
1502,nales,20.0,1
1503,avi,20.0,1
1504,tamente,20.0,1
1505,ntan,20.0,1
1506,rot,20.0,1
1507,vent,20.0,1
1508,fund,20.0,1
1509,dam,20.0,1
1510,sac,20.0,1
1511,bles,20.0,1
1512,oba,20.0,1
1513,enda,20.0,1
1514,har,20.0,1
1515,voc,20.0,1
1516,pat,20.0,1
1517,ambi,19.0,1
1518,fue,19.0,1
1519,año,19.0,1
1520,stab,19.0,1
1521,esid,19.0,1
1522,adr,19.0,1
1523,uí,19.0,1
1524,cuent,19.0,1
1525,ntro,19.0,1
1526,uier,19.0,1
1527,empl,19.0,1
1528,mpor,19.0,1
1529,reali,19.0,1
1530,eali,19.0,1
1531,mí,19.0,1
1532,nclu,19.0,1
1533,gl,19.0,1
1534,ví,19.0,1
1535,opi,19.0,1
1536,tuv,19.0,1
1537,eño,19.0,1
1538,erca,19.0,1
1539,tern,19.0,1
1540,alle,19.0,1
1541,rior,19.0,1
1542,ior,19.0,1
1543,ei,19.0,1
1544,rce,19.0,1
1545,fere,19.0,1
1546,feren,19.0,1
1547,paci,19.0,1
1548,estu,19.0,1
1549,cult,19.0,1
1550,ré,19.0,1
1551,cil,19.0,1
1552,bilid,19.0,1
1553,bilida,19.0,1
1554,bilidad,19.0,1
1555,sul,19.0,1
1556,nece,19.0,1
1557,tig,19.0,1
1558,comu,19.0,1
1559,comun,19.0,1
1560,omu,19.0,1
1561,omun,19.0,1
1562,cesi,19.0,1
1563,ác,19.0,1
1564,tici,19.0,1
1565,dej,19.0,1
1566,rien,19.0,1
1567,uesta,19.0,1
1568,gí,19.0,1
1569,uper,19.0,1
1570,colo,19.0,1
1571,llev,19.0,1
1572,rge,19.0,1
1573,ntin,19.0,1
1574,escu,19.0,1
1575,vin,19.0,1
1576,lej,19.0,1
1577,chi,19.0,1
1578,loc,19.0,1
1579,cub,19.0,1
1580,stin,19.0,1
1581,llam,19.0,1
1582,lama,19.0,1
1583,nsu,19.0,1
1584,sum,19.0,1
1585,ago,19.0,1
1586,lect,19.0,1
1587,ider,19.0,1
1588,ndr,19.0,1
1589,sf,19.0,1
1590,conce,19.0,1
1591,ee,19.0,1
1592,sign,19.0,1
1593,escr,19.0,1
1594,escri,19.0,1
1595,alc,19.0,1
1596,sl,19.0,1
1597,itor,19.0,1
1598,nit,19.0,1
1599,inici,19.0,1
1600,trans,19.0,1
1601,rans,19.0,1
1602,nunci,19.0,1
1603,teg,19.0,1
1604,uras,19.0,1
1605,inar,19.0,1
1606,ls,19.0,1
1607,prend,19.0,1
1608,dete,19.0,1
1609,ntado,19.0,1
1610,erad,19.0,1
1611,nven,19.0,1
1612,hor,18.0,1
1613,vida,18.0,1
1614,bier,18.0,1
1615,día,18.0,1
1616,ij,18.0,1
1617,eral,18.0,1
1618,pod,18.0,1
1619,emb,18.0,1
1620,jos,18.0,1
1621,soc,18.0,1
1622,mane,18.0,1
1623,stro,18.0,1
1624,fina,18.0,1
1625,rela,18.0,1
1626,nfor,18.0,1
1627,nform,18.0,1
1628,ucha,18.0,1
1629,arí,18.0,1
1630,nido,18.0,1
1631,vel,18.0,1
1632,uri,18.0,1
1633,rata,18.0,1
1634,spect,18.0,1
1635,oz,18.0,1
1636,llas,18.0,1
1637,icion,18.0,1
1638,acci,18.0,1
1639,rvi,18.0,1
1640,ecia,18.0,1
1641,ibe,18.0,1
1642,íc,18.0,1
1643,ove,18.0,1
1644,dó,18.0,1
1645,recu,18.0,1
1646,rias,18.0,1
1647,icació,18.0,1
1648,icación,18.0,1
1649,rale,18.0,1
1650,dom,18.0,1
1651,cant,18.0,1
1652,reta,18.0,1
1653,baja,18.0,1
1654,cimi,18.0,1
1655,cimie,18.0,1
1656,cimien,18.0,1
1657,cimient,18.0,1
1658,cimiento,18.0,1
1659,viv,18.0,1
1660,culo,18.0,1
1661,ies,18.0,1
1662,mant,18.0,1
1663,ope,18.0,1
1664,tió,18.0,1
1665,regu,18.0,1
1666,seña,18.0,1
1667,erac,18.0,1
1668,consid,18.0,1
1669,conside,18.0,1
1670,consider,18.0,1
1671,onsid,18.0,1
1672,onside,18.0,1
1673,onsider,18.0,1
1674,nside,18.0,1
1675,nsider,18.0,1
1676,sider,18.0,1
1677,fes,18.0,1
1678,comen,18.0,1
1679,spi,18.0,1
1680,nació,18.0,1
1681,mientos,18.0,1
1682,sla,18.0,1
1683,erar,18.0,1
1684,epr,18.0,1
1685,mari,18.0,1
1686,venc,18.0,1
1687,onar,18.0,1
1688,nsta,18.0,1
1689,cum,18.0,1
1690,fie,18.0,1
1691,uta,18.0,1
1692,denc,18.0,1
1693,denci,18.0,1
1694,dencia,18.0,1
1695,asc,18.0,1
1696,edic,18.0,1
1697,indic,18.0,1
1698,caba,18.0,1
1699,vado,18.0,1
1700,conti,18.0,1
1701,onti,18.0,1
1702,bal,18.0,1
1703,prev,18.0,1
1704,termina,18.0,1
1705,ermina,18.0,1
1706,rmina,18.0,1
1707,epara,18.0,1
1708,vac,18.0,1
1709,inad,18.0,1
1710,uido,18.0,1
1711,lóg,18.0,1
1712,lógi,18.0,1
1713,lógic,18.0,1
1714,ógi,18.0,1
1715,ógic,18.0,1
1716,itos,18.0,1
1717,arad,18.0,1
1718,ivas,18.0,1
1719,ativo,18.0,1
1720,sus,17.0,1
1721,ntre,17.0,1
1722,só,17.0,1
1723,desp,17.0,1
1724,sie,17.0,1
1725,nera,17.0,1
1726,estab,17.0,1
1727,lon,17.0,1
1728,trab,17.0,1
1729,traba,17.0,1
1730,ebe,17.0,1
1731,soci,17.0,1
1732,tene,17.0,1
1733,ice,17.0,1
1734,quier,17.0,1
1735,sib,17.0,1
1736,impo,17.0,1
1737,proc,17.0,1
1738,gent,17.0,1
1739,prob,17.0,1
1740,ector,17.0,1
1741,ridad,17.0,1
1742,enes,17.0,1
1743,clar,17.0,1
1744,erior,17.0,1
1745,din,17.0,1
1746,pel,17.0,1
1747,ife,17.0,1
1748,tual,17.0,1
1749,alu,17.0,1
1750,fí,17.0,1
1751,ál,17.0,1
1752,inve,17.0,1
1753,comuni,17.0,1
1754,omuni,17.0,1
1755,iver,17.0,1
1756,rsi,17.0,1
1757,cis,17.0,1
1758,teni,17.0,1
1759,evis,17.0,1
1760,jar,17.0,1
1761,gía,17.0,1
1762,ccione,17.0,1
1763,cciones,17.0,1
1764,vit,17.0,1
1765,ranc,17.0,1
1766,cret,17.0,1
1767,toma,17.0,1
1768,nfe,17.0,1
1769,spera,17.0,1
1770,vir,17.0,1
1771,ecue,17.0,1
1772,noci,17.0,1
1773,ruc,17.0,1
1774,neg,17.0,1
1775,icie,17.0,1
1776,cá,17.0,1
1777,tales,17.0,1
1778,éc,17.0,1
1779,ució,17.0,1
1780,ución,17.0,1
1781,ibu,17.0,1
1782,nsti,17.0,1
1783,arm,17.0,1
1784,ntas,17.0,1
1785,rial,17.0,1
1786,ept,17.0,1
1787,ciente,17.0,1
1788,dese,17.0,1
1789,ilo,17.0,1
1790,dest,17.0,1
1791,respo,17.0,1
1792,espon,17.0,1
1793,nación,17.0,1
1794,nifi,17.0,1
1795,lé,17.0,1
1796,elig,17.0,1
1797,sce,17.0,1
1798,disc,17.0,1
1799,ender,17.0,1
1800,temp,17.0,1
1801,nver,17.0,1
1802,ntu,17.0,1
1803,eten,17.0,1
1804,inten,17.0,1
1805,ndid,17.0,1
1806,pid,17.0,1
1807,abor,17.0,1
1808,came,17.0,1
1809,camen,17.0,1
1810,cament,17.0,1
1811,defi,17.0,1
1812,iso,17.0,1
1813,mid,17.0,1
1814,ét,17.0,1
1815,erro,17.0,1
1816,pend,17.0,1
1817,pc,17.0,1
1818,bel,17.0,1
1819,cano,17.0,1
1820,lici,17.0,1
1821,pta,17.0,1
1822,ntem,17.0,1
1823,cede,17.0,1
1824,gis,17.0,1
1825,entad,17.0,1
1826,rist,17.0,1
1827,arra,17.0,1
1828,mát,17.0,1
1829,máti,17.0,1
1830,mátic,17.0,1
1831,entre,16.0,1
1832,ól,16.0,1
1833,arte,16.0,1
1834,tros,16.0,1
1835,nq,16.0,1
1836,nqu,16.0,1
1837,ella,16.0,1
1838,stad,16.0,1
1839,nada,16.0,1
1840,gener,16.0,1
1841,tras,16.0,1
1842,aciona,16.0,1
1843,uev,16.0,1
1844,evo,16.0,1
1845,eces,16.0,1
1846,agu,16.0,1
1847,plo,16.0,1
1848,uert,16.0,1
1849,erda,16.0,1
1850,dire,16.0,1
1851,direc,16.0,1
1852,irec,16.0,1
1853,inis,16.0,1
1854,inist,16.0,1
1855,merc,16.0,1
1856,puesto,16.0,1
1857,uesto,16.0,1
1858,imos,16.0,1
1859,nico,16.0,1
1860,raz,16.0,1
1861,zó,16.0,1
1862,comi,16.0,1
1863,ervi,16.0,1
1864,inu,16.0,1
1865,dado,16.0,1
1866,edia,16.0,1
1867,mag,16.0,1
1868,dida,16.0,1
1869,ngu,16.0,1
1870,cara,16.0,1
1871,ivid,16.0,1
1872,sigu,16.0,1
1873,nción,16.0,1
1874,ai,16.0,1
1875,ersi,16.0,1
1876,queda,16.0,1
1877,trar,16.0,1
1878,istra,16.0,1
1879,trac,16.0,1
1880,ipa,16.0,1
1881,omin,16.0,1
1882,lleva,16.0,1
1883,idas,16.0,1
1884,tencia,16.0,1
1885,vien,16.0,1
1886,radi,16.0,1
1887,preci,16.0,1
1888,enf,16.0,1
1889,marc,16.0,1
1890,imen,16.0,1
1891,conoci,16.0,1
1892,onoci,16.0,1
1893,ded,16.0,1
1894,erenc,16.0,1
1895,erenci,16.0,1
1896,erencia,16.0,1
1897,ám,16.0,1
1898,lante,16.0,1
1899,iac,16.0,1
1900,iaci,16.0,1
1901,eraci,16.0,1
1902,nstit,16.0,1
1903,nstitu,16.0,1
1904,idera,16.0,1
1905,list,16.0,1
1906,apare,16.0,1
1907,rof,16.0,1
1908,cort,16.0,1
1909,enz,16.0,1
1910,obs,16.0,1
1911,cept,16.0,1
1912,arga,16.0,1
1913,respon,16.0,1
1914,odi,16.0,1
1915,mand,16.0,1
1916,epre,16.0,1
1917,epres,16.0,1
1918,ebr,16.0,1
1919,pan,16.0,1
1920,nciona,16.0,1
1921,uye,16.0,1
1922,ór,16.0,1
1923,erse,16.0,1
1924,legi,16.0,1
1925,gio,16.0,1
1926,eí,16.0,1
1927,compl,16.0,1
1928,ompl,16.0,1
1929,let,16.0,1
1930,ila,16.0,1
1931,riv,16.0,1
1932,obe,16.0,1
1933,cana,16.0,1
1934,orp,16.0,1
1935,fil,16.0,1
1936,veni,16.0,1
1937,indica,16.0,1
1938,ndica,16.0,1
1939,duci,16.0,1
1940,ocup,16.0,1
1941,upa,16.0,1
1942,ecti,16.0,1
1943,ectiv,16.0,1
1944,suc,16.0,1
1945,pert,16.0,1
1946,mul,16.0,1
1947,orc,16.0,1
1948,jan,16.0,1
1949,gri,16.0,1
1950,eca,16.0,1
1951,iano,16.0,1
1952,dal,16.0,1
1953,miti,16.0,1
1954,ava,16.0,1
1955,oló,16.0,1
1956,uan,15.0,1
1957,odo,15.0,1
1958,cada,15.0,1
1959,gran,15.0,1
1960,stos,15.0,1
1961,resid,15.0,1
1962,prim,15.0,1
1963,espa,15.0,1
1964,mbre,15.0,1
1965,ít,15.0,1
1966,ocia,15.0,1
1967,toria,15.0,1
1968,estra,15.0,1
1969,cuer,15.0,1
1970,oll,15.0,1
1971,roce,15.0,1
1972,bio,15.0,1
1973,lus,15.0,1
1974,uso,15.0,1
1975,info,15.0,1
1976,maci,15.0,1
1977,mes,15.0,1
1978,unid,15.0,1
1979,uis,15.0,1
1980,alta,15.0,1
1981,llega,15.0,1
1982,minis,15.0,1
1983,minist,15.0,1
1984,trata,15.0,1
1985,sem,15.0,1
1986,vari,15.0,1
1987,uz,15.0,1
1988,orde,15.0,1
1989,isió,15.0,1
1990,isión,15.0,1
1991,ecció,15.0,1
1992,ección,15.0,1
1993,aya,15.0,1
1994,lto,15.0,1
1995,media,15.0,1
1996,atos,15.0,1
1997,sult,15.0,1
1998,nidad,15.0,1
1999,cali,15.0,1
2000,lare,15.0,1
2001,lares,15.0,1
2002,blica,15.0,1
2003,pul,15.0,1
2004,enid,15.0,1
2005,nj,15.0,1
2006,anu,15.0,1
2007,ped,15.0,1
2008,dm,15.0,1
2009,expe,15.0,1
2010,xpe,15.0,1
2011,ienc,15.0,1
2012,ienci,15.0,1
2013,iencia,15.0,1
2014,puesta,15.0,1
2015,supe,15.0,1
2016,atur,15.0,1
2017,atura,15.0,1
2018,demo,15.0,1
2019,avo,15.0,1
2020,tida,15.0,1
2021,ecí,15.0,1
2022,fran,15.0,1
2023,sici,15.0,1
2024,leme,15.0,1
2025,lemen,15.0,1
2026,lement,15.0,1
2027,igen,15.0,1
2028,pin,15.0,1
2029,encio,15.0,1
2030,pens,15.0,1
2031,sue,15.0,1
2032,iet,15.0,1
2033,acto,15.0,1
2034,mpañ,15.0,1
2035,espera,15.0,1
2036,rtic,15.0,1
2037,nstr,15.0,1
2038,nstru,15.0,1
2039,llama,15.0,1
2040,lvi,15.0,1
2041,luci,15.0,1
2042,oro,15.0,1
2043,trib,15.0,1
2044,tribu,15.0,1
2045,ribu,15.0,1
2046,erl,15.0,1
2047,considera,15.0,1
2048,onsidera,15.0,1
2049,nsidera,15.0,1
2050,sidera,15.0,1
2051,lista,15.0,1
2052,erma,15.0,1
2053,íd,15.0,1
2054,expl,15.0,1
2055,xpl,15.0,1
2056,inos,15.0,1
2057,cru,15.0,1
2058,crit,15.0,1
2059,rtu,15.0,1
2060,dab,15.0,1
2061,nga,15.0,1
2062,scen,15.0,1
2063,venci,15.0,1
2064,dame,15.0,1
2065,mental,15.0,1
2066,mani,15.0,1
2067,ecer,15.0,1
2068,firma,15.0,1
2069,irma,15.0,1
2070,iles,15.0,1
2071,lizad,15.0,1
2072,bit,15.0,1
2073,lea,15.0,1
2074,icam,15.0,1
2075,icame,15.0,1
2076,icamen,15.0,1
2077,icament,15.0,1
2078,camente,15.0,1
2079,rato,15.0,1
2080,dé,15.0,1
2081,nm,15.0,1
2082,lva,15.0,1
2083,nam,15.0,1
2084,pci,15.0,1
2085,reve,15.0,1
2086,gas,15.0,1
2087,extra,15.0,1
2088,xtra,15.0,1
2089,ense,15.0,1
2090,rican,15.0,1
2091,pub,15.0,1
2092,publ,15.0,1
2093,publi,15.0,1
2094,public,15.0,1
2095,ubl,15.0,1
2096,ubli,15.0,1
2097,ublic,15.0,1
2098,ím,15.0,1
2099,dient,15.0,1
2100,diente,15.0,1
2101,stre,15.0,1
2102,cita,15.0,1
2103,tens,15.0,1
2104,lati,15.0,1
2105,egis,15.0,1
2106,ach,15.0,1
2107,gid,15.0,1
2108,tiend,15.0,1
2109,inan,15.0,1
2110,sub,15.0,1
2111,rill,15.0,1
2112,zan,15.0,1
2113,onad,15.0,1
2114,tivas,15.0,1
2115,itari,15.0,1
2116,ológ,15.0,1
2117,ológi,15.0,1
2118,ológic,15.0,1
2119,sí,14.0,1
2120,don,14.0,1
2121,erno,14.0,1
2122,anto,14.0,1
2123,echo,14.0,1
2124,ombr,14.0,1
2125,uga,14.0,1
2126,mej,14.0,1
2127,mba,14.0,1
2128,rtid,14.0,1
2129,pers,14.0,1
2130,erso,14.0,1
2131,rente,14.0,1
2132,siste,14.0,1
2133,itua,14.0,1
2134,proce,14.0,1
2135,star,14.0,1
2136,incl,14.0,1
2137,arl,14.0,1
2138,infor,14.0,1
2139,inform,14.0,1
2140,oj,14.0,1
2141,aría,14.0,1
2142,equi,14.0,1
2143,direct,14.0,1
2144,irect,14.0,1
2145,rden,14.0,1
2146,ogra,14.0,1
2147,presa,14.0,1
2148,ibr,14.0,1
2149,bro,14.0,1
2150,eng,14.0,1
2151,camp,14.0,1
2152,especi,14.0,1
2153,speci,14.0,1
2154,peci,14.0,1
2155,ital,14.0,1
2156,ctua,14.0,1
2157,xis,14.0,1
2158,acti,14.0,1
2159,cerc,14.0,1
2160,sari,14.0,1
2161,vest,14.0,1
2162,gura,14.0,1
2163,orga,14.0,1
2164,rgan,14.0,1
2165,ciale,14.0,1
2166,ciales,14.0,1
2167,ivers,14.0,1
2168,versi,14.0,1
2169,zas,14.0,1
2170,reso,14.0,1
2171,ecis,14.0,1
2172,tele,14.0,1
2173,elev,14.0,1
2174,vam,14.0,1
2175,adm,14.0,1
2176,admi,14.0,1
2177,dmi,14.0,1
2178,deja,14.0,1
2179,cipa,14.0,1
2180,super,14.0,1
2181,nat,14.0,1
2182,duct,14.0,1
2183,tea,14.0,1
2184,vita,14.0,1
2185,bid,14.0,1
2186,mentos,14.0,1
2187,sur,14.0,1
2188,sten,14.0,1
2189,carg,14.0,1
2190,permi,14.0,1
2191,rgen,14.0,1
2192,tina,14.0,1
2193,realiz,14.0,1
2194,ealiz,14.0,1
2195,artic,14.0,1
2196,icip,14.0,1
2197,uma,14.0,1
2198,mate,14.0,1
2199,eria,14.0,1
2200,arac,14.0,1
2201,íst,14.0,1
2202,ísti,14.0,1
2203,ístic,14.0,1
2204,azo,14.0,1
2205,crea,14.0,1
2206,dist,14.0,1
2207,ubr,14.0,1
2208,ncon,14.0,1
2209,erci,14.0,1
2210,ucio,14.0,1
2211,iali,14.0,1
2212,alis,14.0,1
2213,aparec,14.0,1
2214,bus,14.0,1
2215,usc,14.0,1
2216,prof,14.0,1
2217,sim,14.0,1
2218,erman,14.0,1
2219,uf,14.0,1
2220,rales,14.0,1
2221,nim,14.0,1
2222,nov,14.0,1
2223,rez,14.0,1
2224,gni,14.0,1
2225,nific,14.0,1
2226,ostr,14.0,1
2227,gus,14.0,1
2228,gust,14.0,1
2229,repr,14.0,1
2230,refe,14.0,1
2231,refer,14.0,1
2232,efer,14.0,1
2233,enten,14.0,1
2234,prot,14.0,1
2235,gin,14.0,1
2236,orad,14.0,1
2237,nario,14.0,1
2238,nia,14.0,1
2239,empe,14.0,1
2240,revis,14.0,1
2241,tali,14.0,1
2242,gana,14.0,1
2243,labo,14.0,1
2244,labor,14.0,1
2245,adic,14.0,1
2246,rió,14.0,1
2247,cib,14.0,1
2248,enden,14.0,1
2249,dena,14.0,1
2250,inicia,14.0,1
2251,nicia,14.0,1
2252,pret,14.0,1
2253,erti,14.0,1
2254,iliz,14.0,1
2255,ispo,14.0,1
2256,tía,14.0,1
2257,jas,14.0,1
2258,roba,14.0,1
2259,divi,14.0,1
2260,epen,14.0,1
2261,contin,14.0,1
2262,ontin,14.0,1
2263,nali,14.0,1
2264,mbra,14.0,1
2265,icano,14.0,1
2266,ocupa,14.0,1
2267,cupa,14.0,1
2268,lizac,14.0,1
2269,lizaci,14.0,1
2270,mpi,14.0,1
2271,ática,14.0,1
2272,suce,14.0,1
2273,stal,14.0,1
2274,ose,14.0,1
2275,iam,14.0,1
2276,cide,14.0,1
2277,nuncia,14.0,1
2278,uncia,14.0,1
2279,gica,14.0,1
2280,cele,14.0,1
2281,lent,14.0,1
2282,tenta,14.0,1
2283,erado,14.0,1
2284,conven,14.0,1
2285,onven,14.0,1
2286,bse,14.0,1
2287,sci,14.0,1
2288,ropo,14.0,1
2289,lina,14.0,1
2290,uit,14.0,1
2291,ciar,14.0,1
2292,voca,14.0,1
2293,lada,14.0,1
2294,éti,14.0,1
2295,étic,14.0,1
2296,ntab,14.0,1
2297,omet,14.0,1
2298,taria,14.0,1
2299,omo,13.0,1
2300,bí,13.0,1
2301,bía,13.0,1
2302,ños,13.0,1
2303,rq,13.0,1
2304,rqu,13.0,1
2305,onde,13.0,1
2306,bien,13.0,1
2307,aí,13.0,1
2308,ún,13.0,1
2309,idente,13.0,1
2310,llos,13.0,1
2311,rime,13.0,1
2312,abaj,13.0,1
2313,nue,13.0,1
2314,oder,13.0,1
2315,fuer,13.0,1
2316,uestr,13.0,1
2317,unto,13.0,1
2318,che,13.0,1
2319,rand,13.0,1
2320,sibl,13.0,1
2321,sible,13.0,1
2322,ied,13.0,1
2323,pad,13.0,1
2324,inal,13.0,1
2325,inclu,13.0,1
2326,rav,13.0,1
2327,egun,13.0,1
2328,segur,13.0,1
2329,egur,13.0,1
2330,rog,13.0,1
2331,vist,13.0,1
2332,tima,13.0,1
2333,habl,13.0,1
2334,ucc,13.0,1
2335,ucci,13.0,1
2336,cami,13.0,1
2337,icios,13.0,1
2338,lio,13.0,1
2339,xist,13.0,1
2340,efec,13.0,1
2341,efect,13.0,1
2342,niz,13.0,1
2343,econo,13.0,1
2344,ong,13.0,1
2345,usti,13.0,1
2346,enas,13.0,1
2347,aus,13.0,1
2348,tanc,13.0,1
2349,tanci,13.0,1
2350,tancia,13.0,1
2351,munic,13.0,1
2352,unic,13.0,1
2353,domi,13.0,1
2354,noce,13.0,1
2355,etar,13.0,1
2356,posic,13.0,1
2357,posici,13.0,1
2358,osic,13.0,1
2359,osici,13.0,1
2360,yu,13.0,1
2361,icial,13.0,1
2362,tami,13.0,1
2363,rmit,13.0,1
2364,compañ,13.0,1
2365,ompañ,13.0,1
2366,realiza,13.0,1
2367,ealiza,13.0,1
2368,izar,13.0,1
2369,sam,13.0,1
2370,ecie,13.0,1
2371,regi,13.0,1
2372,struc,13.0,1
2373,truc,13.0,1
2374,ctur,13.0,1
2375,mode,13.0,1
2376,ract,13.0,1
2377,stica,13.0,1
2378,ferenc,13.0,1
2379,ferenci,13.0,1
2380,ferencia,13.0,1
2381,cost,13.0,1
2382,vu,13.0,1
2383,mira,13.0,1
2384,mado,13.0,1
2385,olvi,13.0,1
2386,oluc,13.0,1
2387,stri,13.0,1
2388,dol,13.0,1
2389,rco,13.0,1
2390,volu,13.0,1
2391,ciali,13.0,1
2392,abri,13.0,1
2393,iol,13.0,1
2394,ofe,13.0,1
2395,grad,13.0,1
2396,anas,13.0,1
2397,lame,13.0,1
2398,suf,13.0,1
